"orig_index","cc_num","merchant","category","amt","lat","long","city_pop","unix_time","trans_date_trans_time","is_fraud","card_7d_tx_count","card_30d_tx_count","card_7d_amt_sum","merch_7d_tx_count","merch_30d_tx_count","merch_amt_sum_day","node_degree_card","node_degree_merchant","node_comp_size","node_pagerank_card","node_pagerank_merch","node_eig_card","node_eig_merch","node_clust_card","node_clust_merch","node_core_card","node_core_merch","node_neighbor_fraud_card","node_neighbor_fraud_merch"
"1639","4000000000001639","fraud_Heathcote LLC","home","611.60","47.6062","-122.3321","737000","1704934260","2024-01-11 00:51:00","0","2","3","1226.34","6","11","3686.60","2","3","5","0.2040","0.2123","0.5100","0.1900","0.10","0.00","2","3","0.40","0.10"
"1640","4000000000001640","fraud_Kilback LLC","health_fitness","612.14","40.7128","-74.0060","8419000","1704934800","2024-01-11 01:00:00","0","3","5","1842.70","1","11","612.14","3","5","8","0.2060","0.2272","0.5200","0.2400","0.20","0.10","3","1","0.00","0.20"
"1641","4000000000001641","fraud_Ruecker Group","home","612.68","34.0522","-118.2437","3980000","1704935340","2024-01-11 01:09:00","0","4","7","2460.14","4","19","2454.97","4","7","11","0.2080","0.0528","0.5300","0.2900","0.00","0.20","1","2","0.10","0.30"
"1642","4000000000001642","fraud_Stokes and Sons","health_fitness","613.22","41.8781","-87.6298","2746000","1704935880","2024-01-11 01:18:00","0","5","9","3078.66","7","9","4301.04","5","2","14","0.2100","0.0677","0.5400","0.3400","0.10","0.30","2","3","0.20","0.40"
"1643","4000000000001643","fraud_Bahringer Group","home","613.76","29.7604","-95.3698","2328000","1704936420","2024-01-11 01:27:00","0","6","11","3698.26","2","9","1240.27","6","4","17","0.2120","0.0826","0.0200","0.3900","0.20","0.00","3","1","0.30","0.00"
"1644","4000000000001644","fraud_Haley Ltd","health_fitness","614.30","39.9526","-75.1652","1600000","1704936960","2024-01-11 01:36:00","0","7","13","4318.94","5","17","3088.50","1","6","2","0.2140","0.0974","0.0300","0.4400","0.00","0.10","1","2","0.40","0.10"
"1645","4000000000001645","fraud_McDermott PLC","home","614.84","33.4484","-112.0740","1625000","1704937500","2024-01-11 01:45:00","0","8","15","4918.72","8","25","4918.72","2","1","5","0.2160","0.1123","0.0400","0.0200","0.10","0.20","2","3","0.00","0.20"
"1646","4000000000001646","fraud_Lynch-Wisozk","health_fitness","615.38","32.7767","-96.7970","1304000","1704938040","2024-01-11 01:54:00","0","9","17","5541.56","3","7","1850.39","3","3","8","0.2180","0.1272","0.0500","0.0700","0.20","0.30","3","1","0.10","0.30"
"1647","4000000000001647","fraud_Huels-Nolan","home","615.92","47.6062","-122.3321","737000","1704938580","2024-01-11 02:03:00","0","1","10","622.20","6","15","3704.02","4","5","11","0.2200","0.1421","0.0600","0.1200","0.00","0.00","1","2","0.20","0.40"
"1648","4000000000001648","fraud_Schmeler Inc","health_fitness","616.46","40.7128","-74.0060","8419000","1704939120","2024-01-11 02:12:00","0","2","12","1242.34","1","15","629.21","5","7","14","0.2220","0.1570","0.0700","0.1700","0.10","0.10","2","3","0.30","0.00"
"1649","4000000000001649","fraud_Heathcote LLC","home","617.00","34.0522","-118.2437","3980000","1704939660","2024-01-11 02:21:00","1","3","14","1863.56","4","5","2485.00","6","2","17","0.0300","0.1719","0.0800","0.2200","0.20","0.20","3","1","0.40","0.10"
"1650","4000000000001650","fraud_Kilback LLC","grocery_pos","617.54","41.8781","-87.6298","2746000","1704940200","2024-01-11 02:30:00","0","4","16","2485.86","7","13","4322.78","1","4","2","0.0320","0.1868","0.0900","0.2700","0.00","0.30","1","2","0.00","0.20"
"1651","4000000000001651","fraud_Ruecker Group","personal_care","615.87","29.7604","-95.3698","2328000","1704940740","2024-01-11 02:39:00","0","5","18","3098.19","2","13","1235.99","2","6","5","0.0340","0.2017","0.1000","0.3200","0.10","0.00","2","3","0.10","0.30"
"1652","4000000000001652","fraud_Stokes and Sons","grocery_pos","616.41","39.9526","-75.1652","1600000","1704941280","2024-01-11 02:48:00","0","6","20","3698.46","5","21","3090.55","3","1","8","0.0360","0.2166","0.1100","0.3700","0.20","0.10","3","1","0.20","0.40"
"1653","4000000000001653","fraud_Bahringer Group","personal_care","616.95","33.4484","-112.0740","1625000","1704941820","2024-01-11 02:57:00","0","7","22","4321.79","8","11","4948.35","4","3","11","0.0380","0.0421","0.1200","0.4200","0.00","0.20","1","2","0.30","0.00"
"1654","4000000000001654","fraud_Haley Ltd","grocery_pos","617.49","32.7767","-96.7970","1304000","1704942360","2024-01-11 03:06:00","0","8","24","4946.20","3","11","1869.47","5","5","14","0.0400","0.0570","0.1300","0.4700","0.10","0.30","2","3","0.40","0.10"
"1655","4000000000001655","fraud_McDermott PLC","personal_care","618.03","47.6062","-122.3321","737000","1704942900","2024-01-11 03:15:00","0","9","26","5571.69","6","19","3708.18","6","7","17","0.0420","0.0719","0.1400","0.0500","0.20","0.00","3","1","0.00","0.20"
"1656","4000000000001656","fraud_Lynch-Wisozk","grocery_pos","618.57","40.7128","-74.0060","8419000","1704943440","2024-01-11 03:24:00","0","1","19","631.13","1","1","622.82","1","2","2","0.0440","0.0868","0.1500","0.1000","0.00","0.10","1","2","0.10","0.30"
"1657","4000000000001657","fraud_Huels-Nolan","personal_care","619.11","34.0522","-118.2437","3980000","1704943980","2024-01-11 03:33:00","0","2","21","1253.92","4","9","2484.94","2","4","5","0.0460","0.1017","0.1600","0.1500","0.10","0.20","2","3","0.20","0.40"
"1658","4000000000001658","fraud_Schmeler Inc","grocery_pos","619.65","41.8781","-87.6298","2746000","1704944520","2024-01-11 03:42:00","0","3","23","1877.79","7","17","4350.30","3","6","8","0.0480","0.1166","0.1700","0.2000","0.20","0.30","3","1","0.30","0.00"
"1659","4000000000001659","fraud_Heathcote LLC","personal_care","620.19","29.7604","-95.3698","2328000","1704945060","2024-01-11 03:51:00","0","4","4","2480.76","2","17","1257.38","4","1","11","0.0500","0.1315","0.1800","0.2500","0.00","0.00","1","2","0.40","0.10"
"1660","4000000000001660","fraud_Kilback LLC","grocery_pos","620.73","39.9526","-75.1652","1600000","1704945600","2024-01-11 04:00:00","0","5","6","3106.79","5","7","3103.65","5","3","14","0.0520","0.1464","0.1900","0.3000","0.10","0.10","2","3","0.00","0.20"
"1661","4000000000001661","fraud_Ruecker Group","misc_net","621.27","33.4484","-112.0740","1625000","1704946140","2024-01-11 04:09:00","0","6","8","3733.90","8","15","4974.41","6","5","17","0.0540","0.1613","0.2000","0.3500","0.20","0.20","3","1","0.10","0.30"
"1662","4000000000001662","fraud_Stokes and Sons","shopping_net","621.81","32.7767","-96.7970","1304000","1704946680","2024-01-11 04:18:00","0","7","10","4362.09","3","15","1873.93","1","7","2","0.0560","0.1762","0.2100","0.4000","0.00","0.30","1","2","0.20","0.40"
"1663","4000000000001663","fraud_Bahringer Group","misc_net","622.35","47.6062","-122.3321","737000","1704947220","2024-01-11 04:27:00","0","8","12","4991.36","6","23","3746.85","2","2","5","0.0580","0.1911","0.2200","0.4500","0.10","0.00","2","3","0.30","0.00"
"1664","4000000000001664","fraud_Haley Ltd","shopping_net","620.68","40.7128","-74.0060","8419000","1704947760","2024-01-11 04:36:00","0","9","14","5601.82","1","5","637.68","3","4","8","0.0600","0.2060","0.2300","0.0300","0.20","0.10","3","1","0.40","0.10"
"1665","4000000000001665","fraud_McDermott PLC","misc_net","621.22","34.0522","-118.2437","3980000","1704948300","2024-01-11 04:45:00","0","1","7","640.06","4","13","2484.88","4","6","11","0.0620","0.2209","0.2400","0.0800","0.00","0.20","1","2","0.00","0.20"
"1666","4000000000001666","fraud_Lynch-Wisozk","shopping_net","621.76","41.8781","-87.6298","2746000","1704948840","2024-01-11 04:54:00","1","2","9","1243.52","7","21","4356.57","5","1","14","0.0640","0.0464","0.2500","0.1300","0.10","0.30","2","3","0.10","0.30"
"1667","4000000000001667","fraud_Huels-Nolan","misc_net","622.30","29.7604","-95.3698","2328000","1704949380","2024-01-11 05:03:00","0","3","11","1870.04","2","3","1253.10","6","3","17","0.0660","0.0613","0.2600","0.1800","0.20","0.00","3","1","0.20","0.40"
"1668","4000000000001668","fraud_Schmeler Inc","shopping_net","622.84","39.9526","-75.1652","1600000","1704949920","2024-01-11 05:12:00","0","4","13","2497.64","5","11","3126.95","1","5","2","0.0680","0.0762","0.2700","0.2300","0.00","0.10","1","2","0.30","0.00"
"1669","4000000000001669","fraud_Heathcote LLC","misc_net","623.38","33.4484","-112.0740","1625000","1704950460","2024-01-11 05:21:00","0","5","15","3126.32","8","19","5004.04","2","7","5","0.0700","0.0911","0.2800","0.2800","0.10","0.20","2","3","0.40","0.10"
"1670","4000000000001670","fraud_Kilback LLC","shopping_net","623.92","32.7767","-96.7970","1304000","1704951000","2024-01-11 05:30:00","0","6","17","3756.08","3","19","1871.76","3","2","8","0.0720","0.1060","0.2900","0.3300","0.20","0.30","3","1","0.00","0.20"
"1671","4000000000001671","fraud_Ruecker Group","misc_net","624.46","47.6062","-122.3321","737000","1704951540","2024-01-11 05:39:00","0","7","19","4386.92","6","9","3751.01","4","4","11","0.0740","0.1209","0.3000","0.3800","0.00","0.00","1","2","0.10","0.30"
"1672","4000000000001672","fraud_Stokes and Sons","gas_transport","625.00","40.7128","-74.0060","8419000","1704952080","2024-01-11 05:48:00","0","8","21","5018.84","1","9","633.50","5","6","14","0.0760","0.1357","0.3100","0.4300","0.10","0.10","2","3","0.20","0.40"
"1673","4000000000001673","fraud_Bahringer Group","food_dining","625.54","34.0522","-118.2437","3980000","1704952620","2024-01-11 05:57:00","0","9","23","5629.86","4","17","2514.91","6","1","17","0.0780","0.1506","0.3200","0.4800","0.20","0.20","3","1","0.30","0.00"
"1674","4000000000001674","fraud_Haley Ltd","gas_transport","626.08","41.8781","-87.6298","2746000","1704953160","2024-01-11 06:06:00","0","1","16","629.22","7","7","4399.56","1","3","2","0.0800","0.1655","0.3300","0.0600","0.00","0.30","1","2","0.40","0.10"
"1675","4000000000001675","fraud_McDermott PLC","food_dining","626.62","29.7604","-95.3698","2328000","1704953700","2024-01-11 06:15:00","0","2","18","1259.52","2","7","1253.24","2","5","5","0.0820","0.1804","0.3400","0.1100","0.10","0.00","2","3","0.00","0.20"
"1676","4000000000001676","fraud_Lynch-Wisozk","gas_transport","627.16","39.9526","-75.1652","1600000","1704954240","2024-01-11 06:24:00","0","3","20","1890.90","5","15","3140.05","3","7","8","0.0840","0.1953","0.3500","0.1600","0.20","0.10","3","1","0.10","0.30"
"1677","4000000000001677","fraud_Huels-Nolan","food_dining","625.49","33.4484","-112.0740","1625000","1704954780","2024-01-11 06:33:00","0","4","22","2514.52","8","23","5012.42","4","2","11","0.0860","0.2102","0.3600","0.2100","0.00","0.20","1","2","0.20","0.40"
"1678","4000000000001678","fraud_Schmeler Inc","gas_transport","626.03","32.7767","-96.7970","1304000","1704955320","2024-01-11 06:42:00","0","5","24","3145.85","3","5","1890.84","5","4","14","0.0880","0.2251","0.3700","0.2600","0.10","0.30","2","3","0.30","0.00"
"1679","4000000000001679","fraud_Heathcote LLC","food_dining","626.57","47.6062","-122.3321","737000","1704955860","2024-01-11 06:51:00","0","6","26","3778.26","6","13","3776.42","6","6","17","0.0900","0.0506","0.3800","0.3100","0.20","0.00","3","1","0.40","0.10"
"1680","4000000000001680","fraud_Kilback LLC","gas_transport","627.11","40.7128","-74.0060","8419000","1704956400","2024-01-11 07:00:00","0","7","7","4389.77","1","13","627.11","1","1","2","0.0920","0.0655","0.3900","0.3600","0.00","0.10","1","2","0.00","0.20"
"1681","4000000000001681","fraud_Ruecker Group","food_dining","627.65","34.0522","-118.2437","3980000","1704956940","2024-01-11 07:09:00","0","8","9","5024.34","4","21","2514.85","2","3","5","0.0940","0.0804","0.4000","0.4100","0.10","0.20","2","3","0.10","0.30"
"1682","4000000000001682","fraud_Stokes and Sons","gas_transport","628.19","41.8781","-87.6298","2746000","1704957480","2024-01-11 07:18:00","0","9","11","5659.99","7","11","4405.83","3","5","8","0.0960","0.0953","0.4100","0.4600","0.20","0.30","3","1","0.20","0.40"
"1683","4000000000001683","fraud_Bahringer Group","travel","628.73","29.7604","-95.3698","2328000","1704958020","2024-01-11 07:27:00","1","1","4","638.15","2","11","1270.21","4","7","11","0.0980","0.1102","0.4200","0.0400","0.00","0.00","1","2","0.30","0.00"
"1684","4000000000001684","fraud_Haley Ltd","entertainment","629.27","39.9526","-75.1652","1600000","1704958560","2024-01-11 07:36:00","0","2","6","1271.10","5","19","3163.35","5","2","14","0.1000","0.1251","0.4300","0.0900","0.10","0.10","2","3","0.40","0.10"
"1685","4000000000001685","fraud_McDermott PLC","travel","629.81","33.4484","-112.0740","1625000","1704959100","2024-01-11 07:45:00","0","3","8","1905.13","8","9","5038.48","6","4","17","0.1020","0.1400","0.4400","0.1400","0.20","0.20","3","1","0.00","0.20"
"1686","4000000000001686","fraud_Lynch-Wisozk","entertainment","630.35","32.7767","-96.7970","1304000","1704959640","2024-01-11 07:54:00","0","4","10","2540.24","3","9","1895.30","1","6","2","0.1040","0.1549","0.4500","0.1900","0.00","0.30","1","2","0.10","0.30"
"1687","4000000000001687","fraud_Huels-Nolan","travel","630.89","47.6062","-122.3321","737000","1704960180","2024-01-11 08:03:00","0","5","12","3154.45","6","17","3793.84","2","1","5","0.1060","0.1698","0.4600","0.2400","0.10","0.00","2","3","0.20","0.40"
"1688","4000000000001688","fraud_Schmeler Inc","entertainment","631.43","40.7128","-74.0060","8419000","1704960720","2024-01-11 08:12:00","0","6","14","3791.72","1","17","644.18","3","3","8","0.1080","0.1847","0.4700","0.2900","0.20","0.10","3","1","0.30","0.00"
"1689","4000000000001689","fraud_Heathcote LLC","travel","631.97","34.0522","-118.2437","3980000","1704961260","2024-01-11 08:21:00","0","7","16","4430.07","4","7","2544.88","4","5","11","0.1100","0.1996","0.4800","0.3400","0.00","0.20","1","2","0.40","0.10"
"1690","4000000000001690","fraud_Kilback LLC","entertainment","630.30","41.8781","-87.6298","2746000","1704961800","2024-01-11 08:30:00","0","8","18","5051.82","7","15","4412.10","5","7","14","0.1120","0.2145","0.4900","0.3900","0.10","0.30","2","3","0.00","0.20"
"1691","4000000000001691","fraud_Ruecker Group","travel","630.84","29.7604","-95.3698","2328000","1704962340","2024-01-11 08:39:00","0","9","20","5690.12","2","15","1265.93","6","2","17","0.1140","0.0400","0.5000","0.4400","0.20","0.00","3","1","0.10","0.30"
"1692","4000000000001692","fraud_Stokes and Sons","entertainment","631.38","39.9526","-75.1652","1600000","1704962880","2024-01-11 08:48:00","0","1","13","647.08","5","5","3165.40","1","4","2","0.1160","0.0549","0.5100","0.0200","0.00","0.10","1","2","0.20","0.40"
"1693","4000000000001693","fraud_Bahringer Group","travel","631.92","33.4484","-112.0740","1625000","1704963420","2024-01-11 08:57:00","0","2","15","1282.68","8","13","5068.11","2","6","5","0.1180","0.0698","0.5200","0.0700","0.10","0.20","2","3","0.30","0.00"
"1694","4000000000001694","fraud_Haley Ltd","home","632.46","32.7767","-96.7970","1304000","1704963960","2024-01-11 09:06:00","0","3","17","1897.38","3","13","1914.38","3","1","8","0.1200","0.0847","0.5300","0.1200","0.20","0.30","3","1","0.40","0.10"
"1695","4000000000001695","fraud_McDermott PLC","health_fitness","633.00","47.6062","-122.3321","737000","1704964500","2024-01-11 09:15:00","0","4","19","2535.14","6","21","3798.00","4","3","11","0.1220","0.0996","0.5400","0.1700","0.00","0.00","1","2","0.00","0.20"
"1696","4000000000001696","fraud_Lynch-Wisozk","home","633.54","40.7128","-74.0060","8419000","1704965040","2024-01-11 09:24:00","0","5","21","3173.98","1","3","637.79","5","5","14","0.1240","0.1145","0.0200","0.2200","0.10","0.10","2","3","0.10","0.30"
"1697","4000000000001697","fraud_Huels-Nolan","health_fitness","634.08","34.0522","-118.2437","3980000","1704965580","2024-01-11 09:33:00","0","6","23","3813.90","4","11","2544.82","6","7","17","0.1260","0.1294","0.0300","0.2700","0.20","0.20","3","1","0.20","0.40"
"1698","4000000000001698","fraud_Schmeler Inc","home","634.62","41.8781","-87.6298","2746000","1704966120","2024-01-11 09:42:00","0","7","25","4454.90","7","19","4455.09","1","2","2","0.1280","0.1443","0.0400","0.3200","0.00","0.30","1","2","0.30","0.00"
"1699","4000000000001699","fraud_Heathcote LLC","health_fitness","635.16","29.7604","-95.3698","2328000","1704966660","2024-01-11 09:51:00","0","8","27","5096.98","2","19","1287.32","2","4","5","0.1300","0.1591","0.0500","0.3700","0.10","0.00","2","3","0.40","0.10"
"1700","4000000000001700","fraud_Kilback LLC","home","635.70","39.9526","-75.1652","1600000","1704967200","2024-01-11 10:00:00","1","9","29","5740.14","5","9","3178.50","3","6","8","0.1320","0.1740","0.0600","0.4200","0.20","0.10","3","1","0.00","0.20"
"1701","4000000000001701","fraud_Ruecker Group","health_fitness","636.24","33.4484","-112.0740","1625000","1704967740","2024-01-11 10:09:00","0","1","1","636.24","8","17","5094.17","4","1","11","0.1340","0.1889","0.0700","0.4700","0.00","0.20","1","2","0.10","0.30"
"1702","4000000000001702","fraud_Stokes and Sons","home","636.78","32.7767","-96.7970","1304000","1704968280","2024-01-11 10:18:00","0","2","3","1276.70","3","17","1918.84","5","3","14","0.1360","0.2038","0.0800","0.0500","0.10","0.30","2","3","0.20","0.40"
"1703","4000000000001703","fraud_Bahringer Group","health_fitness","635.11","47.6062","-122.3321","737000","1704968820","2024-01-11 10:27:00","0","3","5","1911.61","6","7","3823.41","6","5","17","0.1380","0.2187","0.0900","0.1000","0.20","0.00","3","1","0.30","0.00"
"1704","4000000000001704","fraud_Haley Ltd","home","635.65","40.7128","-74.0060","8419000","1704969360","2024-01-11 10:36:00","0","4","7","2552.02","1","7","652.65","1","7","2","0.1400","0.0443","0.1000","0.1500","0.00","0.10","1","2","0.40","0.10"
"1705","4000000000001705","fraud_McDermott PLC","grocery_pos","636.19","34.0522","-118.2437","3980000","1704969900","2024-01-11 10:45:00","0","5","9","3193.51","4","15","2544.76","2","2","5","0.1420","0.0591","0.1100","0.2000","0.10","0.20","2","3","0.00","0.20"
"1706","4000000000001706","fraud_Lynch-Wisozk","personal_care","636.73","41.8781","-87.6298","2746000","1704970440","2024-01-11 10:54:00","0","6","11","3836.08","7","23","4461.36","3","4","8","0.1440","0.0740","0.1200","0.2500","0.20","0.30","3","1","0.10","0.30"
"1707","4000000000001707","fraud_Huels-Nolan","grocery_pos","637.27","29.7604","-95.3698","2328000","1704970980","2024-01-11 11:03:00","0","7","13","4479.73","2","5","1283.04","4","6","11","0.1460","0.0889","0.1300","0.3000","0.00","0.00","1","2","0.20","0.40"
